x,y,z,estimate,variance
-130.00,360.00,2500.00,3.83023,1.19359
-110.00,360.00,2500.00,1.75939,1.15378
-90.00,360.00,2500.00,2.49038,0.85041
-70.00,360.00,2500.00,3.59683,0.50661
-50.00,360.00,2500.00,4.92873,0.32308
-30.00,360.00,2500.00,2.90525,0.65918
-10.00,360.00,2500.00,2.62860,0.93327
10.00,360.00,2500.00,2.06364,1.03772
30.00,360.00,2500.00,0.96212,1.03270
50.00,360.00,2500.00,1.31600,0.90392
70.00,360.00,2500.00,1.62565,0.91852
90.00,360.00,2500.00,2.12871,1.06549
110.00,360.00,2500.00,1.81006,1.03632
130.00,360.00,2500.00,1.03675,0.73635
150.00,360.00,2500.00,0.85271,0.53066
170.00,360.00,2500.00,0.75553,0.53507
190.00,360.00,2500.00,0.86365,0.76250
210.00,360.00,2500.00,0.57766,0.84567
230.00,360.00,2500.00,0.73351,0.96456
250.00,360.00,2500.00,0.90977,1.14546
270.00,360.00,2500.00,3.68999,1.17065
290.00,360.00,2500.00,6.09414,1.32875
310.00,360.00,2500.00,6.68970,1.37942
330.00,360.00,2500.00,6.67809,1.43840
350.00,360.00,2500.00,6.30789,1.45838
370.00,360.00,2500.00,5.02769,1.45841
390.00,360.00,2500.00,5.02769,1.45841
410.00,360.00,2500.00,5.02769,1.45841
430.00,360.00,2500.00,5.02769,1.45841
450.00,360.00,2500.00,5.02769,1.45841
-510.00,380.00,2500.00,1.80802,1.49867
-490.00,380.00,2500.00,1.64310,1.45841
-470.00,380.00,2500.00,1.64310,1.45841
-450.00,380.00,2500.00,1.11218,1.32111
-430.00,380.00,2500.00,1.29997,1.32111
-410.00,380.00,2500.00,1.47033,1.31914
-390.00,380.00,2500.00,0.83100,1.35131
-370.00,380.00,2500.00,0.80081,1.35722
-350.00,380.00,2500.00,0.82018,1.36369
-330.00,380.00,2500.00,0.82930,1.37046
-310.00,380.00,2500.00,0.82047,1.35342
-290.00,380.00,2500.00,0.69559,1.26005
-270.00,380.00,2500.00,0.54398,1.08407
-250.00,380.00,2500.00,0.47604,0.88739
-230.00,380.00,2500.00,0.52431,0.82854
-210.00,380.00,2500.00,0.61773,0.92023
-190.00,380.00,2500.00,0.96339,1.05804
-170.00,380.00,2500.00,1.77770,1.22350
-150.00,380.00,2500.00,1.91380,1.34425
-130.00,380.00,2500.00,1.42082,1.38549
-110.00,380.00,2500.00,1.92164,1.14285
-90.00,380.00,2500.00,2.41775,0.87301
-70.00,380.00,2500.00,3.20817,0.59539
-50.00,380.00,2500.00,3.74384,0.46191
-30.00,380.00,2500.00,3.24311,0.59222
-10.00,380.00,2500.00,2.72546,0.85612
10.00,380.00,2500.00,1.52472,0.90674
30.00,380.00,2500.00,0.87314,0.80492
50.00,380.00,2500.00,0.93777,0.57279
70.00,380.00,2500.00,1.15346,0.60451
90.00,380.00,2500.00,1.82232,0.85869
110.00,380.00,2500.00,1.26114,0.80129
130.00,380.00,2500.00,1.42617,0.60099
150.00,380.00,2500.00,1.22846,0.30325
170.00,380.00,2500.00,1.08006,0.56908
190.00,380.00,2500.00,0.84988,0.83661
210.00,380.00,2500.00,0.72192,0.98877
230.00,380.00,2500.00,0.55858,1.22503
250.00,380.00,2500.00,0.84807,1.32651
270.00,380.00,2500.00,3.79193,1.30346
290.00,380.00,2500.00,5.25306,1.44984
310.00,380.00,2500.00,5.91064,1.45703
330.00,380.00,2500.00,6.72555,1.45841
350.00,380.00,2500.00,6.72555,1.45841
370.00,380.00,2500.00,6.30752,1.45841
390.00,380.00,2500.00,5.02769,1.45841
410.00,380.00,2500.00,5.02769,1.45841
430.00,380.00,2500.00,5.02769,1.45841
450.00,380.00,2500.00,5.02769,1.45841
-470.00,400.00,2500.00,1.17261,1.32275
-450.00,400.00,2500.00,0.90236,1.32111
-430.00,400.00,2500.00,1.02611,1.31914
-410.00,400.00,2500.00,1.00090,1.34097
-390.00,400.00,2500.00,0.92773,1.34593
-370.00,400.00,2500.00,0.83100,1.35131
-350.00,400.00,2500.00,0.80081,1.35722
-330.00,400.00,2500.00,0.82018,1.36369
-310.00,400.00,2500.00,0.79134,1.36403
-290.00,400.00,2500.00,0.77604,1.33204
-270.00,400.00,2500.00,0.66319,1.25688
-250.00,400.00,2500.00,0.61040,1.16434
-230.00,400.00,2500.00,0.68546,1.13425
-210.00,400.00,2500.00,0.71755,1.18523
-190.00,400.00,2500.00,0.92976,1.27771
-170.00,400.00,2500.00,1.28726,1.35952
-150.00,400.00,2500.00,1.76186,1.44460
-130.00,400.00,2500.00,2.97366,1.35136
-110.00,400.00,2500.00,2.55028,1.18559
-90.00,400.00,2500.00,2.75824,0.94199
-70.00,400.00,2500.00,2.95595,0.65975
-50.00,400.00,2500.00,3.40306,0.37717
-30.00,400.00,2500.00,2.85271,0.46627
-10.00,400.00,2500.00,2.21548,0.79788
10.00,400.00,2500.00,1.56560,0.83710
30.00,400.00,2500.00,0.83444,0.71766
50.00,400.00,2500.00,0.71640,0.38354
70.00,400.00,2500.00,0.89088,0.44631
90.00,400.00,2500.00,1.69011,0.78415
110.00,400.00,2500.00,1.11270,0.80138
130.00,400.00,2500.00,1.93618,0.69510
150.00,400.00,2500.00,1.36964,0.53438
170.00,400.00,2500.00,1.21903,0.69102
190.00,400.00,2500.00,1.17160,0.97443
210.00,400.00,2500.00,1.21129,1.23562
230.00,400.00,2500.00,0.67994,1.25604
250.00,400.00,2500.00,0.57370,1.44171
270.00,400.00,2500.00,0.92241,1.45827
290.00,400.00,2500.00,4.56953,1.35196
310.00,400.00,2500.00,5.16526,1.45841
330.00,400.00,2500.00,5.90218,1.45841
350.00,400.00,2500.00,6.72555,1.45841
370.00,400.00,2500.00,6.72555,1.45841
390.00,400.00,2500.00,6.30752,1.45841
410.00,400.00,2500.00,5.02769,1.45841
430.00,400.00,2500.00,5.02769,1.45841
450.00,400.00,2500.00,5.02769,1.45841
-470.00,420.00,2500.00,0.64289,1.70653
-450.00,420.00,2500.00,1.00315,1.54409
-430.00,420.00,2500.00,1.09342,1.33642
-410.00,420.00,2500.00,1.00090,1.34097
-390.00,420.00,2500.00,1.00090,1.34097
-370.00,420.00,2500.00,0.92773,1.34593
-350.00,420.00,2500.00,0.83100,1.35131
-330.00,420.00,2500.00,0.80081,1.35722
-310.00,420.00,2500.00,0.82017,1.36369
-290.00,420.00,2500.00,0.78632,1.36294
-270.00,420.00,2500.00,0.80783,1.34773
-250.00,420.00,2500.00,0.75389,1.32952
-230.00,420.00,2500.00,0.75833,1.32192
-210.00,420.00,2500.00,0.83332,1.35601
-190.00,420.00,2500.00,0.74395,1.40635
-170.00,420.00,2500.00,0.80537,1.30813
-150.00,420.00,2500.00,1.36631,1.42368
-130.00,420.00,2500.00,1.81790,1.26347
-110.00,420.00,2500.00,1.87303,1.25326
-90.00,420.00,2500.00,2.02087,1.06305
-70.00,420.00,2500.00,2.36524,0.77592
-50.00,420.00,2500.00,2.72325,0.53748
-30.00,420.00,2500.00,2.61435,0.58578
-10.00,420.00,2500.00,2.19728,0.85422
10.00,420.00,2500.00,1.51091,0.89832
30.00,420.00,2500.00,0.88934,0.85472
50.00,420.00,2500.00,1.02835,0.65684
70.00,420.00,2500.00,1.15127,0.68455
90.00,420.00,2500.00,1.70767,0.90723
110.00,420.00,2500.00,1.28423,0.93391
130.00,420.00,2500.00,2.83794,0.95220
150.00,420.00,2500.00,2.25901,0.87591
170.00,420.00,2500.00,1.74345,0.96117
190.00,420.00,2500.00,1.36426,1.14489
210.00,420.00,2500.00,1.24792,1.32978
230.00,420.00,2500.00,1.28146,1.44361
250.00,420.00,2500.00,0.67366,1.33775
270.00,420.00,2500.00,0.57639,1.45841
290.00,420.00,2500.00,3.57513,1.34511
310.00,420.00,2500.00,5.16526,1.45841
330.00,420.00,2500.00,5.16526,1.45841
350.00,420.00,2500.00,5.90218,1.45841
370.00,420.00,2500.00,6.72555,1.45841
390.00,420.00,2500.00,6.72555,1.45841
410.00,420.00,2500.00,6.30752,1.45841
430.00,420.00,2500.00,5.02769,1.45841
450.00,420.00,2500.00,5.02769,1.45841
-470.00,440.00,2500.00,0.00512,1.87002
-450.00,440.00,2500.00,1.00315,1.54409
-430.00,440.00,2500.00,1.10884,1.33229
-410.00,440.00,2500.00,1.09342,1.33642
-390.00,440.00,2500.00,1.00090,1.34097
-370.00,440.00,2500.00,0.92773,1.34593
-350.00,440.00,2500.00,0.92773,1.34593
-330.00,440.00,2500.00,0.83100,1.35131
-310.00,440.00,2500.00,0.80081,1.35722
-290.00,440.00,2500.00,0.82018,1.36369
-270.00,440.00,2500.00,0.82603,1.36972
-250.00,440.00,2500.00,0.88600,1.37393
-230.00,440.00,2500.00,1.26844,1.31206
-210.00,440.00,2500.00,1.07482,1.32099
-190.00,440.00,2500.00,1.44430,1.42936
-170.00,440.00,2500.00,1.29947,1.34545
-150.00,440.00,2500.00,1.42287,1.26136
-130.00,440.00,2500.00,1.33180,1.22965
-110.00,440.00,2500.00,1.66644,1.14118
-90.00,440.00,2500.00,2.18491,1.02114
-70.00,440.00,2500.00,2.39106,0.85342
-50.00,440.00,2500.00,2.39999,0.76484
-30.00,440.00,2500.00,2.90260,0.71108
-10.00,440.00,2500.00,3.65287,0.80756
10.00,440.00,2500.00,3.51505,0.99081
30.00,440.00,2500.00,0.97777,1.09382
50.00,440.00,2500.00,0.96808,0.98485
70.00,440.00,2500.00,1.46931,0.99926
90.00,440.00,2500.00,1.94403,1.12705
110.00,440.00,2500.00,1.41517,1.11789
130.00,440.00,2500.00,3.44826,1.21062
150.00,440.00,2500.00,3.26226,1.17362
170.00,440.00,2500.00,2.82041,1.22175
190.00,440.00,2500.00,2.04883,1.32497
210.00,440.00,2500.00,1.46473,1.42316
230.00,440.00,2500.00,1.29888,1.45829
250.00,440.00,2500.00,1.29865,1.45841
270.00,440.00,2500.00,0.67366,1.33775
290.00,440.00,2500.00,0.57639,1.45841
310.00,440.00,2500.00,4.04568,1.34508
330.00,440.00,2500.00,5.16526,1.45841
350.00,440.00,2500.00,5.16526,1.45841
370.00,440.00,2500.00,5.90218,1.45841
390.00,440.00,2500.00,6.72555,1.45841
410.00,440.00,2500.00,6.72555,1.45841
430.00,440.00,2500.00,6.30752,1.45841
450.00,440.00,2500.00,6.30752,1.45841
-450.00,460.00,2500.00,0.84424,1.64833
-430.00,460.00,2500.00,1.00315,1.54409
-410.00,460.00,2500.00,1.10884,1.33229
-390.00,460.00,2500.00,1.09342,1.33642
-370.00,460.00,2500.00,1.00090,1.34097
-350.00,460.00,2500.00,0.92773,1.34593
-330.00,460.00,2500.00,0.83100,1.35131
-310.00,460.00,2500.00,0.83100,1.35131
-290.00,460.00,2500.00,0.80081,1.35722
-270.00,460.00,2500.00,1.20027,1.31914
-250.00,460.00,2500.00,1.32725,1.32380
-230.00,460.00,2500.00,1.01629,1.31698
-210.00,460.00,2500.00,1.49944,1.44251
-190.00,460.00,2500.00,1.44814,1.33246
-170.00,460.00,2500.00,1.42032,1.16248
-150.00,460.00,2500.00,1.30837,1.00545
-130.00,460.00,2500.00,1.36531,0.94894
-110.00,460.00,2500.00,1.30082,1.03286
-90.00,460.00,2500.00,0.83334,0.91880
-70.00,460.00,2500.00,1.06762,0.87560
-50.00,460.00,2500.00,1.85655,0.77236
-30.00,460.00,2500.00,3.19429,0.68034
-10.00,460.00,2500.00,3.37372,0.71102
10.00,460.00,2500.00,3.57895,0.92589
30.00,460.00,2500.00,2.70151,1.05088
50.00,460.00,2500.00,1.05466,1.25837
70.00,460.00,2500.00,1.69441,1.26587
90.00,460.00,2500.00,2.15473,1.33117
110.00,460.00,2500.00,1.35095,1.25588
130.00,460.00,2500.00,1.95561,1.22366
150.00,460.00,2500.00,1.68589,1.21250
170.00,460.00,2500.00,1.44916,1.24450
190.00,460.00,2500.00,1.25183,1.29488
210.00,460.00,2500.00,1.27037,1.31900
230.00,460.00,2500.00,1.53335,1.31698
250.00,460.00,2500.00,1.76800,1.32335
270.00,460.00,2500.00,1.29865,1.45841
290.00,460.00,2500.00,0.67366,1.33775
310.00,460.00,2500.00,4.51238,1.35070
330.00,460.00,2500.00,5.36499,1.45841
350.00,460.00,2500.00,5.16526,1.45841
370.00,460.00,2500.00,5.16526,1.45841
390.00,460.00,2500.00,5.90218,1.45841
410.00,460.00,2500.00,5.90218,1.45841
430.00,460.00,2500.00,6.72555,1.45841
450.00,460.00,2500.00,6.30752,1.45841
-450.00,480.00,2500.00,0.00512,1.87002
-430.00,480.00,2500.00,0.89083,1.56858
-410.00,480.00,2500.00,1.00315,1.54409
-390.00,480.00,2500.00,1.10884,1.33229
-370.00,480.00,2500.00,1.09342,1.33642
-350.00,480.00,2500.00,1.00090,1.34097
-330.00,480.00,2500.00,1.38283,1.31914
-310.00,480.00,2500.00,1.38283,1.31914
-290.00,480.00,2500.00,1.24831,1.32275
-270.00,480.00,2500.00,1.49858,1.32111
-250.00,480.00,2500.00,2.10739,1.45841
-230.00,480.00,2500.00,2.10733,1.45831
-210.00,480.00,2500.00,1.74062,1.40192
-190.00,480.00,2500.00,1.50729,1.22299
-170.00,480.00,2500.00,1.45455,0.96933
-150.00,480.00,2500.00,1.42740,0.71550
-130.00,480.00,2500.00,1.34760,0.61534
-110.00,480.00,2500.00,1.33351,0.78059
-90.00,480.00,2500.00,0.79958,0.70277
-70.00,480.00,2500.00,1.05852,0.55479
-50.00,480.00,2500.00,1.95047,0.48814
-30.00,480.00,2500.00,3.39043,0.38202
-10.00,480.00,2500.00,3.29565,0.46568
10.00,480.00,2500.00,3.38451,0.80180
30.00,480.00,2500.00,3.43537,1.11247
50.00,480.00,2500.00,3.61524,1.34429
70.00,480.00,2500.00,1.86632,1.28552
90.00,480.00,2500.00,1.72961,1.25640
110.00,480.00,2500.00,1.94372,1.27464
130.00,480.00,2500.00,1.89573,1.19406
150.00,480.00,2500.00,1.84448,1.18971
170.00,480.00,2500.00,1.63432,1.26346
190.00,480.00,2500.00,1.62962,1.37051
210.00,480.00,2500.00,1.66325,1.44682
230.00,480.00,2500.00,1.68172,1.45841
250.00,480.00,2500.00,1.68172,1.45841
270.00,480.00,2500.00,1.68172,1.45841
290.00,480.00,2500.00,1.68172,1.45841
310.00,480.00,2500.00,1.45839,1.32335
330.00,480.00,2500.00,5.25415,1.32380
350.00,480.00,2500.00,5.36499,1.45841
370.00,480.00,2500.00,5.16526,1.45841
390.00,480.00,2500.00,5.16526,1.45841
410.00,480.00,2500.00,5.90218,1.45841
430.00,480.00,2500.00,5.90218,1.45841
-430.00,500.00,2500.00,0.33586,1.73778
-410.00,500.00,2500.00,1.00315,1.54409
-390.00,500.00,2500.00,1.10884,1.33229
-370.00,500.00,2500.00,1.97170,1.31914
-350.00,500.00,2500.00,1.57844,1.31914
-330.00,500.00,2500.00,1.54713,1.32275
-310.00,500.00,2500.00,1.71345,1.32275
-290.00,500.00,2500.00,1.49536,1.31698
-270.00,500.00,2500.00,2.10739,1.45841
-250.00,500.00,2500.00,2.10739,1.45841
-230.00,500.00,2500.00,2.10380,1.45744
-210.00,500.00,2500.00,2.05496,1.37578
-190.00,500.00,2500.00,1.71521,1.16372
-170.00,500.00,2500.00,1.53480,0.86361
-150.00,500.00,2500.00,1.57603,0.52194
-130.00,500.00,2500.00,1.68804,0.31705
-110.00,500.00,2500.00,1.34168,0.64524
-90.00,500.00,2500.00,0.85134,0.61681
-70.00,500.00,2500.00,0.92634,0.40614
-50.00,500.00,2500.00,1.80998,0.41224
-30.00,500.00,2500.00,2.76195,0.48181
-10.00,500.00,2500.00,3.30176,0.58289
10.00,500.00,2500.00,3.25732,0.86244
30.00,500.00,2500.00,3.37575,1.14764
50.00,500.00,2500.00,3.37782,1.36205
70.00,500.00,2500.00,1.93649,1.27739
90.00,500.00,2500.00,2.03364,1.24880
110.00,500.00,2500.00,2.02290,1.05437
130.00,500.00,2500.00,1.94845,0.90836
150.00,500.00,2500.00,1.85613,0.90495
170.00,500.00,2500.00,1.80972,1.04591
190.00,500.00,2500.00,1.63144,1.23842
210.00,500.00,2500.00,1.63971,1.39647
230.00,500.00,2500.00,1.67934,1.45772
250.00,500.00,2500.00,1.68172,1.45841
270.00,500.00,2500.00,1.68172,1.45841
290.00,500.00,2500.00,1.68172,1.45841
310.00,500.00,2500.00,1.68172,1.45841
330.00,500.00,2500.00,1.68172,1.45841
350.00,500.00,2500.00,5.13515,1.32335
370.00,500.00,2500.00,3.98263,1.31914
390.00,500.00,2500.00,5.36499,1.45841
410.00,500.00,2500.00,5.16526,1.45841
-410.00,520.00,2500.00,0.64289,1.70653
-390.00,520.00,2500.00,1.00315,1.54409
-370.00,520.00,2500.00,1.71113,1.32111
-350.00,520.00,2500.00,1.73519,1.32417
-330.00,520.00,2500.00,1.59533,1.31914
-310.00,520.00,2500.00,2.10739,1.45841
-290.00,520.00,2500.00,2.10739,1.45841
-270.00,520.00,2500.00,2.10739,1.45841
-250.00,520.00,2500.00,2.10739,1.45841
-230.00,520.00,2500.00,2.10194,1.45782
-210.00,520.00,2500.00,2.07491,1.38627
-190.00,520.00,2500.00,1.99492,1.19173
-170.00,520.00,2500.00,1.69840,0.92253
-150.00,520.00,2500.00,1.58073,0.65307
-130.00,520.00,2500.00,1.55047,0.56051
-110.00,520.00,2500.00,1.42140,0.76169
-90.00,520.00,2500.00,0.89189,0.73975
-70.00,520.00,2500.00,0.83820,0.67778
-50.00,520.00,2500.00,1.22150,0.68538
-30.00,520.00,2500.00,1.92107,0.77872
-10.00,520.00,2500.00,3.22507,0.88548
10.00,520.00,2500.00,3.38288,1.05644
30.00,520.00,2500.00,3.23426,1.25964
50.00,520.00,2500.00,3.34490,1.41195
70.00,520.00,2500.00,2.05228,1.34450
90.00,520.00,2500.00,2.13653,1.12276
110.00,520.00,2500.00,2.15901,0.83680
130.00,520.00,2500.00,2.07141,0.58705
150.00,520.00,2500.00,1.90718,0.59334
170.00,520.00,2500.00,1.84510,0.84339
190.00,520.00,2500.00,1.83116,1.12372
210.00,520.00,2500.00,1.64862,1.34435
230.00,520.00,2500.00,1.67133,1.45244
250.00,520.00,2500.00,1.68172,1.45841
270.00,520.00,2500.00,1.68172,1.45841
290.00,520.00,2500.00,1.68172,1.45841
310.00,520.00,2500.00,1.68172,1.45841
330.00,520.00,2500.00,1.68172,1.45841
350.00,520.00,2500.00,1.68172,1.45841
370.00,520.00,2500.00,1.68172,1.45841
390.00,520.00,2500.00,0.48576,1.62076
-390.00,540.00,2500.00,0.33586,1.73778
-370.00,540.00,2500.00,1.71345,1.32275
-350.00,540.00,2500.00,1.61273,1.31733
-330.00,540.00,2500.00,2.10739,1.45841
-310.00,540.00,2500.00,2.10739,1.45841
-290.00,540.00,2500.00,2.10739,1.45841
-270.00,540.00,2500.00,2.10739,1.45841
-250.00,540.00,2500.00,2.10739,1.45841
-230.00,540.00,2500.00,2.10739,1.45841
-210.00,540.00,2500.00,2.09404,1.42475
-190.00,540.00,2500.00,2.05441,1.28882
-170.00,540.00,2500.00,1.96835,1.10038
-150.00,540.00,2500.00,1.69920,0.93798
-130.00,540.00,2500.00,1.53043,0.89778
-110.00,540.00,2500.00,1.45227,1.01025
-90.00,540.00,2500.00,1.32669,0.96462
-70.00,540.00,2500.00,0.90981,0.99627
-50.00,540.00,2500.00,0.78872,0.99959
-30.00,540.00,2500.00,1.89489,1.08410
-10.00,540.00,2500.00,2.40309,1.15073
10.00,540.00,2500.00,3.41202,1.26857
30.00,540.00,2500.00,3.51541,1.38405
50.00,540.00,2500.00,3.08403,1.30243
70.00,540.00,2500.00,2.09820,1.32168
90.00,540.00,2500.00,2.22536,1.07484
110.00,540.00,2500.00,2.30970,0.74504
130.00,540.00,2500.00,2.35719,0.39677
150.00,540.00,2500.00,2.10366,0.43335
170.00,540.00,2500.00,1.94374,0.77650
190.00,540.00,2500.00,1.88863,1.09161
210.00,540.00,2500.00,1.88111,1.33114
230.00,540.00,2500.00,1.67161,1.45067
250.00,540.00,2500.00,1.68172,1.45841
270.00,540.00,2500.00,1.68172,1.45841
290.00,540.00,2500.00,1.68172,1.45841
310.00,540.00,2500.00,1.68172,1.45841
330.00,540.00,2500.00,1.68172,1.45841
350.00,540.00,2500.00,1.68172,1.45841
370.00,540.00,2500.00,1.68172,1.45841
390.00,540.00,2500.00,0.50884,1.59416
-190.00,-860.00,2520.00,2.43211,1.45841
-170.00,-860.00,2520.00,2.29702,1.45841
-150.00,-860.00,2520.00,2.29702,1.45841
-130.00,-860.00,2520.00,2.29702,1.45841
-110.00,-860.00,2520.00,2.29702,1.45841
-90.00,-860.00,2520.00,2.29702,1.45841
-70.00,-860.00,2520.00,2.29702,1.45841
-50.00,-860.00,2520.00,2.29702,1.45841
-30.00,-860.00,2520.00,2.29702,1.45841
-10.00,-860.00,2520.00,2.29702,1.45841
10.00,-860.00,2520.00,2.39461,1.32380
30.00,-860.00,2520.00,2.86291,1.45841
50.00,-860.00,2520.00,3.67891,1.45841
70.00,-860.00,2520.00,1.82432,1.45841
90.00,-860.00,2520.00,1.45552,1.45841
110.00,-860.00,2520.00,1.45552,1.45841
130.00,-860.00,2520.00,1.02127,1.45841
150.00,-860.00,2520.00,0.83401,1.45841
170.00,-860.00,2520.00,0.83401,1.45841
190.00,-860.00,2520.00,0.83401,1.45841
210.00,-860.00,2520.00,0.83401,1.45841
230.00,-860.00,2520.00,0.83401,1.45841
250.00,-860.00,2520.00,0.83401,1.45841
270.00,-860.00,2520.00,0.83401,1.45841
290.00,-860.00,2520.00,0.83401,1.45841
310.00,-860.00,2520.00,0.83401,1.45841
330.00,-860.00,2520.00,0.83401,1.45841
350.00,-860.00,2520.00,0.83401,1.45841
-210.00,-840.00,2520.00,2.75414,1.45841
-190.00,-840.00,2520.00,2.43211,1.45841
-170.00,-840.00,2520.00,2.43211,1.45841
-150.00,-840.00,2520.00,2.29702,1.45841
-130.00,-840.00,2520.00,2.29702,1.45841
-110.00,-840.00,2520.00,2.29702,1.45841
-90.00,-840.00,2520.00,2.29702,1.45841
-70.00,-840.00,2520.00,2.29702,1.45841
-50.00,-840.00,2520.00,2.29702,1.45841
-30.00,-840.00,2520.00,2.29702,1.45841
-10.00,-840.00,2520.00,2.29702,1.45841
10.00,-840.00,2520.00,1.99878,1.31914
30.00,-840.00,2520.00,2.86291,1.45841
50.00,-840.00,2520.00,2.86291,1.45841
70.00,-840.00,2520.00,3.67891,1.45841
90.00,-840.00,2520.00,1.82432,1.45841
110.00,-840.00,2520.00,1.45552,1.45841
130.00,-840.00,2520.00,1.45552,1.45841
150.00,-840.00,2520.00,1.02127,1.45841
170.00,-840.00,2520.00,0.83401,1.45841
190.00,-840.00,2520.00,0.83401,1.45841
210.00,-840.00,2520.00,0.83401,1.45841
230.00,-840.00,2520.00,0.83401,1.45841
250.00,-840.00,2520.00,0.83401,1.45841
270.00,-840.00,2520.00,0.83401,1.45841
290.00,-840.00,2520.00,0.83401,1.45841
310.00,-840.00,2520.00,0.83401,1.45841
330.00,-840.00,2520.00,0.83401,1.45841
350.00,-840.00,2520.00,0.83401,1.45841
370.00,-840.00,2520.00,0.52834,1.49867
-230.00,-820.00,2520.00,3.74795,1.45841
-210.00,-820.00,2520.00,3.50521,1.45841
-190.00,-820.00,2520.00,2.75414,1.45841
-170.00,-820.00,2520.00,2.43211,1.45841
-150.00,-820.00,2520.00,2.43211,1.45841
-130.00,-820.00,2520.00,2.29702,1.45841
-110.00,-820.00,2520.00,2.29702,1.45841
-90.00,-820.00,2520.00,2.29702,1.45841
-70.00,-820.00,2520.00,2.29702,1.45841
-50.00,-820.00,2520.00,2.29702,1.45841
-30.00,-820.00,2520.00,2.29702,1.45841
-10.00,-820.00,2520.00,2.29702,1.45841
10.00,-820.00,2520.00,1.84911,1.32335
30.00,-820.00,2520.00,2.53074,1.45841
50.00,-820.00,2520.00,2.86291,1.45841
70.00,-820.00,2520.00,2.86291,1.45841
90.00,-820.00,2520.00,3.67891,1.45841
110.00,-820.00,2520.00,1.82432,1.45841
130.00,-820.00,2520.00,1.45552,1.45841
150.00,-820.00,2520.00,1.02127,1.45841
170.00,-820.00,2520.00,1.02127,1.45841
190.00,-820.00,2520.00,0.83401,1.45841
210.00,-820.00,2520.00,0.83401,1.45841
230.00,-820.00,2520.00,0.83401,1.45841
250.00,-820.00,2520.00,0.83401,1.45841
270.00,-820.00,2520.00,0.83401,1.45841
290.00,-820.00,2520.00,0.83401,1.45841
310.00,-820.00,2520.00,0.83401,1.45841
330.00,-820.00,2520.00,0.83401,1.45841
350.00,-820.00,2520.00,0.83401,1.45841
370.00,-820.00,2520.00,0.83401,1.45841
390.00,-820.00,2520.00,0.80557,1.70653
-250.00,-800.00,2520.00,4.26249,1.45841
-230.00,-800.00,2520.00,3.74795,1.45841
-210.00,-800.00,2520.00,3.74795,1.45841
-190.00,-800.00,2520.00,3.50521,1.45841
-170.00,-800.00,2520.00,2.75414,1.45841
-150.00,-800.00,2520.00,2.43211,1.45841
-130.00,-800.00,2520.00,2.43211,1.45841
-110.00,-800.00,2520.00,2.29702,1.45841
-90.00,-800.00,2520.00,2.29702,1.45841
-70.00,-800.00,2520.00,2.29702,1.45841
-50.00,-800.00,2520.00,2.29702,1.45841
-30.00,-800.00,2520.00,2.29702,1.45841
-10.00,-800.00,2520.00,2.29702,1.45841
10.00,-800.00,2520.00,2.29702,1.45841
30.00,-800.00,2520.00,2.63092,1.45841
50.00,-800.00,2520.00,2.53074,1.45841
70.00,-800.00,2520.00,2.86291,1.45841
90.00,-800.00,2520.00,3.67891,1.45841
110.00,-800.00,2520.00,3.67891,1.45841
130.00,-800.00,2520.00,1.80200,1.45601
150.00,-800.00,2520.00,1.42588,1.44742
170.00,-800.00,2520.00,1.01215,1.44675
190.00,-800.00,2520.00,1.02267,1.45524
210.00,-800.00,2520.00,0.83401,1.45841
230.00,-800.00,2520.00,0.83401,1.45841
250.00,-800.00,2520.00,0.83401,1.45841
270.00,-800.00,2520.00,0.83401,1.45841
290.00,-800.00,2520.00,0.83401,1.45841
310.00,-800.00,2520.00,0.83401,1.45841
330.00,-800.00,2520.00,0.83401,1.45841
350.00,-800.00,2520.00,0.83401,1.45841
370.00,-800.00,2520.00,0.83401,1.45841
390.00,-800.00,2520.00,0.52834,1.49867
-270.00,-780.00,2520.00,2.58888,1.32187
-250.00,-780.00,2520.00,2.69060,1.32187
-230.00,-780.00,2520.00,4.26249,1.45841
-210.00,-780.00,2520.00,4.26249,1.45841
-190.00,-780.00,2520.00,3.74795,1.45841
-170.00,-780.00,2520.00,3.50521,1.45841
-150.00,-780.00,2520.00,2.75414,1.45841
-130.00,-780.00,2520.00,2.75414,1.45841
-110.00,-780.00,2520.00,2.43211,1.45841
-90.00,-780.00,2520.00,2.29702,1.45841
-70.00,-780.00,2520.00,2.29702,1.45841
-50.00,-780.00,2520.00,2.29702,1.45841
-30.00,-780.00,2520.00,2.29702,1.45841
-10.00,-780.00,2520.00,2.29702,1.45841
10.00,-780.00,2520.00,2.29702,1.45841
30.00,-780.00,2520.00,2.60253,1.32111
50.00,-780.00,2520.00,2.63092,1.45841
70.00,-780.00,2520.00,2.53074,1.45841
90.00,-780.00,2520.00,2.85442,1.45818
110.00,-780.00,2520.00,3.48549,1.43138
130.00,-780.00,2520.00,3.27410,1.36872
150.00,-780.00,2520.00,1.65154,1.31930
170.00,-780.00,2520.00,1.33900,1.31835
190.00,-780.00,2520.00,0.98982,1.36654
210.00,-780.00,2520.00,0.83295,1.42958
230.00,-780.00,2520.00,0.83810,1.45807
250.00,-780.00,2520.00,0.83401,1.45841
270.00,-780.00,2520.00,0.83401,1.45841
290.00,-780.00,2520.00,0.83401,1.45841
310.00,-780.00,2520.00,0.83401,1.45841
330.00,-780.00,2520.00,0.83401,1.45841
